"isbn","title","isbn_10","isbn_13","quantity","full_title","date_inserted","date_updated","description","authors"
"9782915517965","Opus - Tome 2",,,,,"2022-08-28 12:01:55.251135","2022-08-28 12:46:07.157924","Le dessinateur Chikara Nagai, en manque d'inspiration, peine à terminer son manga. La veille de la remise des planches à son imprimeur, il est happé à l'intérieur de son propre dessin. Son personnage, Satoko, a compris qu'il avait l'intention de le tuer et entend bien bouleverser le cours des choses.","Satoshi Kon"
"9782818905845","Taboo tattoo - Tome 1",,,,,"2022-08-28 12:57:16.470779","2023-02-11 19:20:40.514793","Portant secours à un homme agressé par deux voyous, Seigi reçoit en remerciement une étrange pierre ornée d’un motif qui s’incruste aussitôt dans la paume de sa main. Ce tatouage s’avère être une arme d’une puissance inouïe que deux agents de l’armée américaine ont pour mission de récupérer, avant que les assassins du Royaume du Sélinisthan ne s’en emparent... Alors qu’une guerre menace d’éclater, Seigi va devoir apprendre à maîtriser le glyphe au creux de sa main pour rester en vie. Mais y parviendra-t-il à temps ?","Shinjirô"
"9782290334744","Le bourgeois gentilhomme",,,,,"2022-08-28 15:19:44.43769","2022-08-28 15:19:44.43769","Maître de musique, maître à danser, maître d'armes, maître de philosophie, maître tailleur, soupers fins, billets doux, rendez-vous secrets... Les plus folles extravagances sont entrées au logis monsieur Jourdain s'est mis en tête des idées de noblesse et de galant homme. Hélas, pour avoir des idées notre homme n'en est pas moins bourgeois. Et sa bourgeoise, madame Jourdain, ne l'entend pas de cette oreille. Son mari décide de marier leur fille unique à un marquis ? Jamais ! Au fils du Grand Turc ? Il a perdu l'esprit ! Qu'il se ridiculise autant qu'il le souhaite, qu'il fasse de la prose autant que bon lui semble, monsieur Jourdain a, grâce au Ciel, valet moins sot que lui. La farce que le coquin lui prépare est, celle-là, du meilleur goût !","Molière"
"9782013223638","Ben-Hur",,,,,"2022-08-28 15:30:03.335975","2022-08-28 15:30:03.335975","Fils d'un prince de Jérusalem, Ben-Hur s'apprête à partir à Rome pour y apprendre le métier de soldat lorsqu'un hasard tragique bouleverse son destin : il blesse par accident le puissant gouverneur Valerius Gratius. Accusé d'avoir commis un attentat, injustement condamné, Ben-Hur n'a désormais plus qu'un but : libérer son pays du joug romain...","Lewis Wallace"
"9782505060536","Bonne nuit Punpun - Tome 13",,,,,"2022-08-28 12:05:52.5227","2022-08-28 16:24:03.316131","Aiko est recherchée par la police suite à la découverte du corps de sa mère, assassinée. Sa relation avec Punpun est toujours plus compliquée, et leurs sentiments contradictoires sont source de conflit. Ensemble, ils doivent surmonter de nouveaux obstacles et leur situation, tant sociale qu’amoureuse, empire. Jusqu’où iront-ils dans leur fuite ? À quel point se démarqueront-ils de la société ? En fuyant, ils se retrouveront eux-mêmes, et leurs propres limites.","Inio Asano"
"9782809495461","Eden - Perfect Edition - Tome 2",,,,,"2022-08-28 12:01:00.4868","2022-08-28 16:24:03.316131","Alors qu'ils croient le monde anéanti, Enoa Ballard et Hannah Mayall, deux adolescents immunisés à leur naissance, voient arriver des hélicoptères appartenant à la puissante organisation internationale  : le Propater. Ils parviennent à s’enfuir grâce à l'aide de Cherubim, un robot de combat remis en état de marche par Enoa. Vingt ans plus tard, Enoa est à la tête d'un immense cartel de narcotrafiquants. Marié avec Hannah, ils ont deux enfants, Elijah et Mana. Le Propater est devenu une force dominante sur la planète, et livre à Enoa une lutte sans merci pour la conquête de l'Amérique latine. Afin de faire pression sur le cartel, l'organisation kidnappe Hannah et Mana, tandis qu’Elijah parvient à s'échapper. Décidé à quitter le territoire contrôlé par le Propater, le jeune garçon tente alors de traverser les Andes en compagnie de Cherubim. En chemin, ils sont capturés par un petit groupe de mercenaires qui lui aussi, cherche à fuir le Propater…","Hiroki Endo"
"9791032706046","Bride Stories - Tome 12",,,,,"2022-08-28 12:15:18.81479","2022-08-28 16:24:03.316131","Une fresque épique, humaine et tendre à la fois dont on ressort ému, mais le coeur gonflé d'énergie ! Malgré les mises en garde de son ami Hawkins, Smith persévère dans son projet et se prépare à reprendre la route, cette fois-ci en sens inverse ! Son but est double : revoir les familles qui l'ont accueilli à bras ouverts lors de son périple, mais aussi les prendre en photo afin de garder d'elles une trace durable. Muni de son appareil, l'explorateur arrive à Antalya, escorté par Ali, Talas et Nikolovski, puis continue son chemin jusqu'en Perse. L'occasion pour sa future épouse de rencontrer à son tour les personnes qu'il avait croisées lors de son précédent voyage... ","Kaoru Mori"
"9782351420553","Soul eater - Tome 1",,,,,"2022-08-28 13:03:53.066139","2022-08-28 12:46:07.157924","Alors que la fête d'anniversaire de la fondation Shibusen bat son plein, Medusa décide de réveiller Asura, le grand dévoreur.","Atsushi Ohkubo"
"9782811605353","XBlade - Tome 2",,,,,"2022-08-28 12:55:40.72626","2022-08-28 12:46:07.157924","Mana découvre le monde moderne à travers la télévision, et tente de faire la part des choses entre la réalité et la fiction. Pendant ce temps, Harumi essaye de mener une vie normale de lycéen, mais ce n’est pas si facile quand ceux qui recherchent Mana se rappellent régulièrement à son bon souvenir. Les choses se compliquent encore quand Harumi conduit Mana dans le secteur interdit de Tokyo et qu’ils se retrouvent pris dans un affrontement entre les Tokugawa et leurs adversaires. Harumi n’a alors plus d’autre choix que de faire appel à l’étrange lien qui le lie à Mana et plus précisément au sabre qu’elle renferme dans son corps.","Tatsuhiko Ida, Satoshi Shiki"
"9782505003151","Mushishi - Tome 08",,,,,"2022-08-28 11:57:20.420232","2022-08-28 12:46:07.157924",,"Yuki Urushibara"
"9782505060086","Bonne nuit Punpun - Tome 10",,,,,"2022-08-28 12:06:06.689176","2022-08-28 16:24:03.316131","Punpun retrouve par hasard une ancienne camarade de classe, Aiko Tanaka. La jolie jeune fille a réalisé son rêve de devenir mannequin.","Inio Asano"
"9782203049321","Coffret Les Années douces",,,,,"2022-07-12 18:59:47.977396","2022-08-28 16:24:03.316131","Dans le café où elle a ses habitudes, une trentenaire, Tsukiko, fait la connaissance d'un homme solitaire et élégant, de plus de trente ans son aîné. Elle réalise qu'elle le connaît : il fut autrefois son professeur de japonais. Elle est célibataire, il est veuf. Complices, ils prennent l'habitude de se revoir dans le même café, au hasard de leur emploi du temps, puis, bientôt, d'improviser des sorties ensemble. Insensiblement, à petites touches légères, une connivence s'établit, puis une véritable affection, et peut être même... Ce sont ces rencontres que retracent une à une les chapitres des Années douces, chacune comme une histoire à part entière : la cueillette des champignons, les poussins achetés au marché, la fête des fleurs ou les vingt-deux étoiles d'une nuit d'automne. Un récit pudique et délicat, tissé de bonheurs fugaces et d'enchantements saisis au vol : Jirô Taniguchi au meilleur de son art.","Jirô Taniguchi"
"9782505017356","Bonne nuit Punpun - Tome 07",,,,,"2022-08-28 12:07:12.189607","2022-08-28 16:24:03.316131","La mère de Punpun vient de mourir. Les confessions qu'elle livre à son fils dans sa dernière lettre, loin d'être réconfortantes, pourraient bien briser le fragile Punpun. Face à son avenir et au retour d'un inconnu, celui-ci prend des décisions radicales. Mais sont-elles bien surprenantes, venant d'un jeune homme désespérément en quête de lui-même ?","Inio Asano"
"9782505000921","Naruto - Tome 28 [Le retour au pays!!]",,,,,"2022-08-28 13:27:06.997414","2023-02-11 18:12:42.712906","Euh... Qu'est-ce que je voulais dire ? Ah, oui ! La 2e saison démarre avec ce volume! J'espère que vous l'accueillerez avec enthousiasme. Pour ceux d'entre vous qui n'auraient pas lu la 1ère saison, eh bien, reportez-vous au 1er volume... Mais je ne peux pas vous empêcher de commencer avec celui-ci (rires)...","Masashi Kishimoto"
"9782871295358","Naruto - Tome 07 [La voie à suivre!!]",,,,,"2022-08-28 13:08:08.66654","2023-02-11 18:12:42.712906",,"Masashi Kishimoto"
"9782290109052","L'avare",,,,,"2022-08-28 15:19:44.851317","2022-08-28 15:19:44.851317","Harpagon est un vieillard odieux et avare. Avare jusqu'au ridicule, puisqu'il fait même comparaître en justice le chat d'un de ses voisins pour lui avoir mangé le reste d'un gigot ! Avare jusqu'au sordide aussi. Ne cherche-t-il pas à prêter à un taux usuraire l'argent qu'il refuse à son fils ? N'est-il pas prêt à vendre sa fille à qui offre de la prendre sans dot ? Quant à sa prétendue attirance pour Mariane, elle ne résiste pas à sa fascination pour l'or. Peut-être la plus célèbre des comédies de Molière, L'Avare trouve son origine dans l'Aulularia, une pièce de théâtre rédigée au IIIe siècle av. J.-C. par le poète latin Plaute.","Molière,"
"9782013218887","Caïus et le gladiateur",,,,,"2022-08-28 15:32:32.748118","2022-08-28 15:32:32.748118","La suite de L'Affaire Caïus, où les enfants, et un lion, se trouvent impliqués dans une affaire d'Etat. Il faut dire que ce n'était pas forcément une bonne idée que d'offrir un esclave à maître Xantippe... Une course-poursuite endiablée dans la Rome de Tibère.","Henry Winterfeld"
"9782505017363","Bonne nuit Punpun - Tome 08",,,,,"2022-08-28 12:07:10.959094","2022-08-28 16:24:03.316131","Lors d'une soirée alcoolisée, Punpun rencontre Sashi. Cette illustratrice de livres pour enfants entre dès lors dans sa vie quand Punpun cherche toujours Aiko. Entre pulsion et amitié naissante, Punpun continu son apprentissage de lui-même...","Inio Asano"
"9782871296577","Naruto - Tome 14 [Hokage contre Hokage !!]",,,,,"2022-08-28 13:07:41.325268","2023-02-11 18:12:42.712906","Hokage affronte Orochimaru. Ce malfaisant conspirateur n'hésite pas à employer un sort de nécromancie pour venir à bout du vieux combattant. Alors que Naruto et ses compagnons sont à la poursuite de Sasuke et de Gaara, ils sont pris en chasse par les assassins d'Orochimaru. Manga.","Masashi Kishimoto"
"9782871294917","Naruto - Tome 05 [Les rivaux]",,,,,"2022-08-28 13:08:15.232176","2023-02-11 18:12:42.712906",,"Masashi Kishimoto"
"9782505001515","Mushishi - Tome 02",,,,,"2022-08-28 11:57:59.436689","2022-08-28 12:46:07.157924",,"Yuki Urushibara"
"9782505002024","Mushishi - Tome 05",,,,,"2022-08-28 11:57:39.358476","2022-08-28 12:46:07.157924",,"Yuki Urushibara"
"9782505060512","Bonne nuit Punpun - Tome 11",,,,,"2022-08-28 12:06:01.768345","2022-08-28 12:46:07.157924","La première série de Inio Asano. Un auteur plebiscité par la presse.","Inio Asano"
"9782505001027","Mushishi - Tome 01",,,,,"2022-08-28 11:58:07.011603","2022-08-28 12:46:07.157924",,"Yuki Urushibara"
"9782505003342","Mushishi - Tome 07",,,,,"2022-08-28 11:57:26.042983","2022-08-28 12:46:07.157924",,"Yuki Urushibara"
"9782505003632","Mushishi - Tome 09",,,,,"2022-08-28 11:57:12.538697","2022-08-28 12:46:07.157924",,"Yuki Urushibara"
"9782505001669","Mushishi - Tome 03",,,,,"2022-08-28 11:57:53.610858","2022-08-28 12:46:07.157924",,"Yuki Urushibara"
"9782290318621","Médée",,,,,"2022-08-28 15:19:45.255164","2022-08-28 15:19:45.255164","Après le fabuleux voyage des Argonautes, Jason prend pour femme celle qui l'a tant aidé dans la conquête de la Toison d'Or - Médée. De sang royal mais d'origine barbare, elle restera toujours l'Étrangère à Corinthe. Est-ce la raison qui pousse Jason, dix ans plus tard, à rompre leur alliance pour une autre bien plus avantageuse? Le roi Créon lui offre sa fille - Outragée, délaissée avec ses deux fils, Médée est prête à tout. Rien n'arrêtera sa violence, et son intelligence redoutable sera au service de la pire cruauté. Première oeuvre entièrement consacrée à Médée, la tragédie d'Euripide a donné à ce personnage mythologique une dimension telle qu'il ne cesse, encore aujourd'hui, d'inspirer les plus grands écrivains.","Euripide"
"9782013218870","L'affaire Caïus",,,,,"2022-08-28 15:32:33.150057","2022-08-28 15:32:33.150057","Caïus est un âne. La phrase inscrite par Rufus sur sa tablette remporte un grand succès en classe. mais Caïus rougit de colère. Comment Rufus ose-t-il l'insulter, lui, le fils d'un richissime sénateur ? Pourtant, le lendemain, plus personne n'a envie de rire. La même phrase est tracée en lettres rouges sur la façade du temple de Minerve. Or, dans la Rome impériale, le sacrilège est terrible...","Henry Winterfeld"
"9782021219272","Le coup de la girafe",,,,,"2022-08-28 15:40:59.531957","2022-08-28 15:40:59.531957","Pourquoi les girafes ont-elles un si long cou et les zèbres des rayures ? Quel rapport entre une foule de supporters sportifs et un troupeau de gazelles ? Avez-vous déjà frémi d'épouvante à la mention du mot «ratel» ? Les animaux de la savane africaine ont encore beaucoup à nous apprendre. Ce livre vous expliquera le talent des termites bâtisseurs qui construisent des orgues pour respirer, le rôle du hasard dans la fuite de la gazelle, la dictature quotidienne que subissent les éléphants alors que les buffles vivent en démocratie, l'importance de la Voie lactée pour les bousiers, et le point commun entre les tétons humains et le pénis des hyènes. «Rien en biologie n'a de sens, si ce n'est à la lumière de l'évolution», disait un célèbre généticien. Mais cette lumière projette des ombres étranges et difficiles à décrypter, et les sujets présentés sont aux frontières actives de la recherche scientifique ! Un livre d'histoires naturelles, contées avec légèreté et humour par un jeune biologiste aventureux et superbement illustrées par ses photographies.","Léo Grasset"
"9782809495454","Eden - Perfect Edition - Tome 1",,,,,"2022-08-28 12:01:03.851014","2022-08-28 16:24:03.316131","La Terre, dans un futur proche. Le closure virus, un mal mortel et incurable dont l'origine est inconnue, a dévasté la population mondiale. Dans les décombres de la civilisation, l'humanité tente de se relever. Une famille, en particulier, fait tout ce qu'elle peut pour survivre : la famille Ballard, dont l'un des membres, Enoa, est immunisé contre le virus depuis sa naissance. Si l’espèce humaine a frôlé l'extinction, ses travers sont toujours bien présents  : l'égoïsme, l'avarice, la volonté de domination, l'individualisme…","Hiroki Endo"
"9782505060529","Bonne nuit Punpun - Tome 12",,,,,"2022-08-28 12:05:58.458008","2022-08-28 16:24:03.316131","Punpun a décidé de partir avec Aiko, et de tout abandonner, y compris Sachi. Celle-ci, qui n'a pas nouvelles de lui, se tracasse et contacte tous leurs amis pour tenter de le retrouver...","Inio Asano"
"9782505015666","Bonne nuit Punpun - Tome 05",,,,,"2022-08-28 12:08:32.2638","2022-08-28 16:24:03.316131","Punpun Onodera, après diverses péripéties et avoir avoué ses sentiments amoureux qui suivent des variations difficilement explicables, a choisi de renoncer à l'élue de son coeur, Aiko Tanaka. Deux ans ont passé et Punpun se rend au collège pour voir l'affichage des résultats aux examens d'entrée au lycée.","Inio Asano"
"9782017100737","Le Routard - France",,,,,"2022-08-28 13:53:54.231543","2022-08-28 12:46:07.157924","Le Routard vous invite à un tour foisonnant et savoureux de tout ce qui fait la France. Dans ce livre « hors norme », + 1001 idées de voyages et d'expériences pour (re)découvrir l'hexagone : Les plus beaux road trips.Les plus beaux treks et les plus belles pistes cyclables.Les îles pour prendre le large.Les meilleurs festivals.Les plus beaux trésors de notre patrimoine : châteaux, cathédrales, villes fortifiées, jardins...Les plats régionaux mais aussi la street food.Un tour d'horizon des fromages et du vin.Sans oublier la France coquine, la France des légendes... Le Routard a mis toute son expérience et son savoir-faire pour vous proposer plus qu'un livre, un véritable voyage à lui tout seul ! Ouvrez-le, et vous ne serez pas prêt de le refermer... Et en prime, des cartes postales, des dossiers pratiques, des centaines de photos et des illustrations originales, plus sublimes les unes que les autres, font de ce livre un objet exceptionnel... pour préparer sa prochaine aventure ou voyager depuis son salon ! -- éditeur.","Le Routard"
"9782505004325","Naruto - Tome 38 [Le fruit de l'entraînement...!!]",,,,,"2022-08-28 13:27:12.939718","2023-02-11 18:12:42.712906","Naruto exécute l'Orbe Shuriken. Il doit maintenant affronter le terrible Kakuzu. Pendant ce temps, Sasuke affronte Orochimaru et le combat s'annonce d'une sauvagerie inouïe.","Masashi Kishimoto"
"9782849657331","Black Lagoon - Tome 04",,,,,"2022-08-28 12:28:03.743848","2022-08-28 12:46:07.157924","En mission à Tokyo pour négocier des accords avec les yakuzas du clan Washimine. Balalaïka engage Rock comme traducteur et Revy pour le protéger. Mais les Washimine ne savaient pas ce qu'une alliance avec l'hôtel Moskva signifie, et quand la pression augmente entre les deux parties, Rock et Revy se retrouvent confrontés à un adversaire comme ils n'en ont jamais vu.","Hiroe Rei"
"9782505014881","Red Raven - Tome 1",,,,,"2022-08-28 13:00:49.259942","2022-08-28 12:46:07.157924","Quand les corbeaux commencent à chanter, la mort n'est pas loin...","Shinta Fujimoto"
"9782368521724","The Heroic Legend of Arslân - Tome 1",,,,,"2022-08-28 12:54:36.817637","2022-08-28 12:46:07.157924","A la frontière de l'Orient et de l'Occident se trouve le prospère royaume de Parse, tenu d'une main de fer par le redoutable roi Andragoras. Avec sa frêle carrure et son maniement approximatif des armes, difficile pour le jeune prince Arslân de revendiquer son statut d'héritier du trône. Alors âgé de 14 ans, il va prendre part à sa première bataille afin de repousser l'envahisseur lusitanien dans la plaine d'Atropathènes. Un jour marqué du sceau de l'infamie qui fera basculer à jamais son destin et celui du royaume de Parse.","Hiromu Arakawa"
"9782811605674","XBlade - Tome 3",,,,,"2022-08-28 12:55:44.71502","2022-08-28 12:46:07.157924","Un garçon... une fille... une épée... 300 ans les séparent... le combat va les rapprocher ! Haru a appelé Mana et lui a fait reprendre sa forme de sabre. Avec une dextérité étonnante, il s’est débarrassé de tous leurs poursuivants. Mais le réveil est dur pour l’adolescent, surtout qu’il ne se souvient de rien et que Mana semble n’être intéressée que par un certain Kûshirô qu’elle aurait reconnu en Haru et qui était son gardien 360 ans plus tôt...","Tatsuhiko Ida, Satoshi Shiki"
"9782723494885","Btooom ! - Tome 09",,,,,"2022-08-28 13:22:17.385132","2022-08-28 12:46:07.157924","Ryota, sorti vivant de son combat contre Kiyoshi, reste vivement chagriné par la perte de ce dernier. De son côté, Kosuké, dont le voeu le plus cher est de prendre sa revanche sur Ryota, erre sur l'île à la recherche d'armes et de nourriture. Lorsqu'il tombe nez à nez avec un groupe armé et parfaitement organisé, il découvre que l'un des membres possède un type de BIM inconnu ! Traqué, Kosuké se retrouve dans une situation désespérée avant d'avoir pu affronter son ennemi juré... Aucune erreur n'est permise dans cet épisode de Btooom où le mental compte plus que tout !","Jun'ya Inoue"
"9782505015741","Psyren - Tome 10",,,,,"2022-08-28 12:37:08.119443","2022-08-28 12:46:07.157924","Ageha se retrouve finalement devant la maîtresse de Nemesis Q ! Il peut enfin lui demander d'éclaircir le mystère qui entoure le jeu de Psyren. La jeune femme lui fait de troublantes révélations sur ce qu'elle a vécu dans sa jeunesse ! Quant à Oboro et à Hiryû, que sont-ils devenus...?","Toshiaki Iwashiro"
"9782820304674","Beelzebub - Tome 09",,,,,"2022-08-28 12:41:56.800583","2022-08-28 12:46:07.157924","Les volleyeurs improvisés d'Ishiyama n'hésitent pas à user de stratagèmes aussi machiavéliques qu'efficaces pour engranger les points. Ce à quoi le karaté ancestral d'Izuma, le capitaine des Six-Saints Chevaliers, répond en envoyant des comètes en guise de ballons ! Et alors qu'arrive le moment de désigner le vainqueur de ce match endiablé, la pire vermine du lycée Teimô, emmenée par une tête balafrée bien connue de Oga et Miki, se pointe pour gâter la fête...","Ryūhei Tamura"
"9782845999879","Fairy Tail - Tome 04",,,,,"2022-08-28 13:19:30.372242","2023-02-11 18:25:40.457186","Au premier étage de Fairy Tail-te trouve le tableau des petites annonces pour les boulots dangereux ! On les appelle les "" S-Quest "". Il n'y a que cinq personnes capables de les accomplir mais Natsu, Lucy et Happy décident de relever le défi ! Les commanditaires de cette annonce sont les habitants d'une île qui se transforment en démons sous l'influence de la Lune. La seule solution est de lever ce sortilège... en détruisant la Lune ! Rien que ça ?!","Hiro Mashima"
"9782818907061","Taboo tattoo - Tome 3",,,,,"2022-08-28 12:57:26.601738","2023-02-11 19:20:40.514793","Quand un simple tatouage devient une arme secrète au coeur de tous les enjeux... Alors que l'issue des combats entre la Lune bleue et les brâhmanes penche en faveur d'Izzie et Seigi, apparaît Äryabhata, la princesse sélinisthanaise. Sauvant in extremis les deux brâhmanes, elle se volatilise tout aussitôt, après avoir révélé au collégien la véritable nature de son glyphe. Seigi, ébranlé, apprend que le glyphe absolu, loin d'être unique, serait en réalité un des fragments d'une mystérieuse clef, tout comme le glyphe de la princesse et celui de l'énigmatique Brad Blackstone qui ne tarde pas à approcher le jeune homme. L'inconnu, ancien brâhmane et connaissance d'Izzie, lui dévoile alors les véritables raisons des agissements des brâhmanes au Japon, ainsi que l'existence d'un quatrième et ultime fragment. Mais Seigi peut-il lui faire confiance ?","Shinjirô"
"9782355921438","Over bleed - Tome 1",,,,,"2022-08-28 12:39:34.665894","2022-08-28 12:46:07.157924","Kei est un lycéen martyrisé quotidiennement par une poignée de camarades dans l'indifférence générale. Usé parages humiliations incessantes, il accepte l'étrange proposition de son ami d'enfance, Akira : se suicider ensemble, pour mettre fin au cauchemar. Mais ce jour-là, Kei en réchappe, et pas Akira. Des mois plus tard, le jeune homme découvre avec stupéfaction sur Internet un site de combats de rue. Sur plusieurs des vidéos mises en ligne, un Akira méconnaissable inflige une correction mémorable à ses adversaires ! Que s'est-il réellement passé ? Pour le découvrir, Kei n'a plus qu'une solution : s'inscrire à son tour sur le site pour, de combat en combat, remonter jusqu'à Akira... Un seinen choc issu du magazine Young Gangan (Ubel Blatt, Jusqu'à ce que la mort nous sépare, L'Ile de Hâzuki, Jackals...).","Jung-Ki Park"
"9782811604493","Code Breaker - Tome 2",,,,,"2022-08-28 13:02:56.338239","2022-08-28 12:46:07.157924","Face à une police qui s’avère être corrompue, Ôgami continue son travail de purificateur en brûlant le chef des forces de l’ordre. Peu de temps après, Sakura fait la connaissance d’un jeune homme aux yeux vairons, Toki, qui se révèle être lui aussi un Code:Breaker. Ce dernier est un maître du magnétisme. Il est chargé par l’Éden, une mystérieuse organisation qui donne des ordres aux Code:Breakers, d’exécuter un contrat aux côtés d’Ôgami. Accompagnés de Sakura, ils s’introduisent chez un homme politique orchestrant un sombre trafic d’organes...","Akimine Kamijyo"
"9782820304858","Soul gadget radiant - Tome 5",,,,,"2022-08-28 12:24:41.90355","2022-08-28 12:46:07.157924","Lors d'une soirée organisée en l'honneur de Lyle et ses compagnons, Arvent, le frère ennemi de Noïé s'invite à la fête pour s'en prendre à sa soeur désormais amnésique. Mais Lyle s'interpose et le somme de révéler les raisons qui l'ont poussé à rejoindre les rangs de la maléfique Rozeon. Le bras droit de la magicienne consent alors à lever le voile sur les sombres secrets qui entourent les recherches de leur père...","Aoi Ohmori"
"9782849657355","Black Lagoon - Tome 06",,,,,"2022-08-28 12:28:11.742177","2022-08-28 12:46:07.157924","A peine Rock et Revy sont-ils revenus du Japon qu'un faussaire débarque à Roanapur pour demander refuge à l'Eglise de la Violence, déclenchant une pluie de balles sur la ville. A l'autre bout du monde. une bombe vient troubler le calme dans lequel les Lovelace vivaient depuis peu. Malgré les supplications de son Jeune maître. la terrible Roberta se met en chasse contre les coupables.","Rei Hiroe"
"9782723494564","Btooom ! - Tome 08",,,,,"2022-08-28 13:22:22.888369","2022-08-28 12:46:07.157924","Abandonnés sur une île déserte, Ryota et Himiko ont pu survivre jusqu'ici grâce à leurs BIM. Ils font désormais face à un prétendu médecin d'une extrême violence, Masahito Daté. Ce personnage très informé des subtilités du jeu a en effet déjà participé à une précédente partie. Parvenus à sortir vivants du combat acharné qui les opposait à ce dernier, Ryota et Himiko décident de retourner auprès de leur ami Kiyoshi. Mais, gravement blessé et en plein délire, celui-ci semble avoir perdu la raison ! Un combat sans précédent se prépare dans Btooom ! !","Jun'ya Inoue"
"9782505007104","Mushishi - Tome 10",,,,,"2022-08-28 11:57:01.579856","2022-08-28 12:46:07.157924","Les mushi sont des organismes parasitant les humains, parfois pour les guider mais plus souvent pour leur nuire. Ginko est un "" mushishi "", un guérisseur expert en mushi ! La mission qu'il ses assignée : traquer les mushi afin de libérer leurs malheureuses victimes.","Yuki Urushibara"
"9782355929922","Bride Stories - Tome 08",,,,,"2022-08-28 12:14:44.71063","2022-08-28 12:46:07.157924","Bien décidés à mettre la main sur de nouveaux pâturages, les Hargal s'allient aux Berdan, des parents éloignés, pour raser le village des Eyhon et récupérer les terres nécessaires à leur survie. Grâce à l'artillerie fournie par les Russes, ainsi qu'à l'effet de surprise, ils espèrent une victoire facile... Mais rien ne se passe comme prévu : trahi par ses récents alliés, le père d'Amir est tué juste après la débâcle ! Pendant ce temps, Smith, qui ignore tout de ces événements dramatiques, continue son périple sur les routes de Perse...","Kaoru Mori"
"9782505011798","Psyren - Tome 01",,,,,"2022-08-28 12:36:07.916327","2022-08-28 12:46:07.157924","La règle du jeu est simple : survivre ! Après avoir utilisé une mystérieuse carte téléphonique, Ageha se voit propulsé dans le monde parallèle de Psyren, une société secrète dont on dit qu'elle serait à l'origine de disparitions... Il ne sait pas ce qu'on attend de lui ! Il ne sait pas ce qui l'attend ! Le voici enrolé dans un jeu ou il devra tout faire pour sauver sa vie et celle de ses amis !!","Toshiaki Iwashiro"
"9782505007722","Le sommet des dieux - Tome 5",,,,"Le sommet des dieux - Tome 5","2022-07-12 19:03:31.980493","2023-02-11 18:51:50.321534","Katmandou, 1993. La découverte d'un appareil photo qui pourrait receler la preuve que Mallory et Irvine sont les premiers à avoir vaincu l'Everest, conduit un jeune photographe sur les traces d'une figure légendaire de l'alpiniste japonais, Habu Jôji, mystérieusement disparu. Une peinture à la fois exaltée et réaliste du milieu de l'alpinisme et de la splendeur menaçante des plus hauts sommets du monde.","Jirô Taniguchi, Yumemakura Baku"
"9782818924198","Taboo tattoo - Tome 6",,,,,"2022-08-28 12:57:42.476981","2023-02-11 19:20:40.514793","Le glyphe absolu incrusté au creux de la main de Seigi n’est pas une arme ancestrale ordinaire. C’est aussi l’une des ""clés"" qui permettent de remodeler le monde. Après l’apparition d’autres porteurs de glyphes absolus, les combats pour l’appropriation des glyphes vont en s’intensifiant. Un volume plein d’action et de fureur !","Shinjirô"
"9782505014577","Psyren - Tome 07",,,,,"2022-08-28 12:36:56.653486","2022-08-28 12:46:07.157924","Ageha et ses amis ont vaincu Inui et tentent de lui faire avouer ce qu'il sait sur le W.I.S.E... Mais un homme aux pouvoirs terrifiants apparaît soudain. Il se débarrasse d'Inui pour le réduire au silence et attaque Ageha et les autres. Plus tard, ces derniers s'aperçoivent que le contenu du DVD qu'ils ont ramené du futur est différent de ce qu'ils avaient vu précédemment !","Toshiaki Iwashiro"
"9782820300263","Blue Exorcist - Tome 04",,,,,"2022-08-28 12:46:30.464271","2022-08-28 12:46:07.157924","Kin et ses camarades participent à un camp d'entraînement qui déterminera s'ils sont aptes ou non à prends part à des missions réelles. L'objectif de l'exercice est tout simple : rapporter au camp de base une lanterne Mais elle s'avère si énorme que pour espérer la traits porter, il leur faut abandonner l'idée de compétition et s'entraider ! Kin prend alors conscience de l'importance d'avoir des amis pour le soutenir, sans se douter que l'intrigant Méphisto complote encore dans son dos...","Kazue Kato"
"9782820305367","Blue Exorcist - Tome 09",,,,,"2022-08-28 12:46:09.476627","2022-08-28 12:46:07.157924","Ryuji finit par tomber d'épuisement et sa protection magique ne retient plus les miasmes, qui se répandent sur les flancs du Mont Kongô. Rin n'a d'autre choix que de déclencher le sutra du ""Kashô-Zanmai"", un brasier devant exterminer toute vie sur son passage. La fin du Roi Immonde sonnera donc le glas des ses camarades, si Rin n'arrive pas à contrôler ces flammes d'une puissance inouïe...","Kazue Kato"
"9782820302823","Blue Exorcist - Tome 07",,,,,"2022-08-28 12:46:18.109909","2022-08-28 12:46:07.157924","Chacun en possession d'un oeil du Fujô-ô, Mamushi et son complice, l'intriguant Tôdô, s'élancent vers le Fudô-Buji, temple principal de la secte Myôda. Mais la jeune fille est loin de se douter du sort qui l'attend dans cet édifice laissé à l'abandon. Le secret sur lequel veillait le supérieur de la Myôda depuis des générations est sur le point d'éclater au grand jour !","Kazue Kato"
"9782849659267","Blue Exorcist - Tome 02",,,,,"2022-08-28 12:46:37.796611","2022-08-28 12:46:07.157924","Sous l'oeil attentif de son frère Yukio, Rin poursuit son apprentissage du métier d'exorciste. Mais au cours d'un stage spécial censé préparer les étudiants à l'examen d'été, de puissantes entités démoniaques parviennent à s'introduire sur les lieux !","Kazue Kato"
