"isbn","title","isbn_10","isbn_13","quantity","full_title","date_inserted","date_updated","description","authors"
"9782849659694","Kure-nai - Tome 2",,,,,"2022-08-28 12:56:26.995341","2022-08-28 12:46:07.157924","La vie suit tranquillement son cours pour les pensionnaires de la résidence Samidare-so, malgré la violence qui règne à l'extérieur. Peu à peu, Shinkuro s'habitue à la présence de Murasaki lorsqu'il part en mission. Revenant sur sa rencontre avec la petite fille, il se remémore le jour ou Benika, son mentor, lui a confié l'étrange mission de veiller sur cette héritière de sombre ascendance.","Kentaro Katayama, Yamato Yamamoto, Hideaki Koyasu, Daisuke Furuya"
"9782355924835","Sous un rayon de soleil - Tome 1",,,,,"2022-08-28 12:24:11.100024","2022-08-28 12:46:07.157924","En apparence, Sara Nichikujo est une fillette absolument normale, qui suit un père fleuriste dans ses nombreux déménagement. Mais elle cache un double secret : non seulement elle a le pouvoir de communiquer avec les végétaux, mais en plus elle s’est arrêtée de grandir. Elle est donc contrainte de changer régulièrement d’école pour éviter d’éveiller les soupçons. Un grain de sable finit par se glisser dans cet engrenage bien huilé lorsqu’elle fait la rencontre du jeune Tatsuya Kitazaki. Le garçon rend responsable de l’infirmité de sa soeur un arbre... qu’il a décidé d’abattre ! Tout l’humour et la poésie de Tsukasa Hôjô transparaissent dans cette fable en 3 tomes, tissée autour d’un thème tout simple, la nature, dont l’auteur s’empare à sa manière inimitable. Une nouvelle édition retraduite des trésors de Tsukasa Hôjô, ces histoires courtes où l’auteur du mythique City Hunter explore des thèmes plus personnels. Des oeuvres de coeur, sublimées par le style unique d’un des maîtres du manga !","Tsukasa Hojo"
"9782849659434","Shikabane Hime - Tome 1",,,,,"2022-08-28 13:00:56.630057","2022-08-28 12:46:07.157924","Exterminer 108 morts-vivants. Ne jamais abandonner une mission. Ne jamais se plaindre, même face à la mort. Tels sont les trois préceptes que doivent suivre les ""Shikabane Hime"" de jeunes mortes ramenées à la vie et rendues immortelles, pour enfin trouver la paix. Mais cette voie est celle de la violence et de l'horreur. Pour atteindre le Paradis, les Hime vont devoir combattre, et surtout devenir des monstres.","Yoshiichi Akahito"
"9782820306487","Blue Exorcist - Tome 10",,,,,"2022-08-28 12:45:02.66036","2022-08-28 12:46:07.157924","Alors que Rin est de retour sur les bancs de l'Académie de la Croix-Vraie, à l'autre bout du monde, le Saint Paladin est sollicité pour combattre la Fujô-ki, la “Princesse Putride”. Cette résurrection signifie que le Fujô-ô n'était que le prémisse d'un danger bien plus grand : d'autres entités tout aussi maléfiques menacent de revenir sous l'impulsion de ceux que l'on nomme les ""mangeurs de démon”... C'est dans ce contexte alarmant que Méphisto convie Rin à dîner en sa demeure pour lui confier une mission spéciale...","Kazue Katō"
"9782820302946","Beelzebub - Tome 06",,,,,"2022-08-28 12:42:08.980739","2022-08-28 12:46:07.157924","Tatsumi Oga, dit “Le fou furieux”, est la terreur d’un des lycées les plus craignos du Japon ! Un jour, alors qu’il donnait une leçon de politesse à une bande de racailles imprudentes, il repêche un géant moustachu dénommé Alaindelon, qui aussitôt se fend en deux pour laisser entrevoir un nouveau-né. Ce bébé, qui se prend immédiatement d’affection pour le jeune voyou, n’est autre que... le fils du Diable ! Tatsumi va alors vite comprendre qu’il a été choisi pour l’éduquer et en faire le destructeur de l’humanité...","Ryūhei Tamura"
"9782723472302","Kenshin le vagabond - Tome 1",,,,,"2022-08-28 12:30:05.515265","2022-08-28 12:46:07.157924","Kenshin Himura, réfugié au dôjô de la famille Kamiya, tente d'oublier son passé de samouraï, alors qu'on le connaissait sous le nom de Battosai l'assassin et qu'il combattait avec ferveur pour la restauration de Meiji. Déçu par les changements auxquels il croyait, mais toujours armé de son sabre, il refuse désormais de tuer. Ses réflexes de samouraï l'habitent encore cependant et, tiraillé entre le bien et le mal, il erre à la croisée de deux époques. [SDM].","Nobuhiro Watsuki"
"9782811659103","Fossiles de rêves",,,,,"2022-09-03 18:44:30.889029","2023-02-11 17:38:38.501563","Fossiles de rêves contient l'intégralité des histoires courtes de Satoshi Kon, mangaka et réalisateur de films d'animation célébré dans le monde entier. S'il est surtout connu pour ses récits brouillant les frontières du réel, il s'attaque ici à tous les genres : comédie, action, fantastique, science-fiction... Fortement marqué par celui de son maître Katsuhiro Ôtomo, le trait de Satoshi Kon sait croquer avec une tendresse moqueuse les travers de ses contemporains ou dresser un portrait glaçant des villes de demain.","Satoshi kon"
"9782820303127","Soul gadget radiant - Tome 3",,,,,"2022-08-28 12:24:35.985256","2022-08-28 12:46:07.157924","Lyle accompagne Noié et Marisha sur les traces de la magicienne Rozeon, créatrice maléfique des Soul Gadgets. Abandonnant Sheska et Gio, ils font route pour l’ancien laboratoire de recherche du père de Noié, co-créateur des Gadgets. C’est alors que, du passé de la jeune fille, surgit un ennemi des plus inattendu...","Aoi Ohmori"
"9782505062608","Ma génération, celle d'un vie chinoise - Tome 1",,,,,"2022-08-28 12:00:26.107827","2022-08-28 12:46:07.157924","Une invitation à une fête de promo et voilà l'occasion pour Li Kunwu de retrouver ses anciens camarades de classe. Que sont devenus les petits écoliers qui accompagnaient Petit Li dans les pages d'Une vie chinoise ? Quels parcours pour ces enfants depuis la Révolution populaire jusqu'à aujourd'hui en passant par la Révolution culturelle ?","Kunwu Li"
"9782351806173","Spice & Wolf - Tome 1",,,,,"2022-08-28 12:21:53.371379","2022-08-28 12:46:07.157924","Lawrence Kraft, un jeune marchand, sillonne les routes poussiéreuses en quête de négoces profitables. Cette vie simple et régulière va soudainement être bouleversée lorsqu’une nuit, Lawrence rencontre la déesse des moissons, Holo, sous les traits d’une très belle jeune fille... dotée d’une queue et d’oreilles de louve ! Désirant repartir au Nord, revoir les terres de sa naissance, Holo se joint à Lawrence et devient, plus qu’un compagnon de voyage, un véritable associé. Lawrence et sa bosse du commerce, Holo et son instinct primitif sauront-ils reconnaître les bonnes affaires et déjouer les tromperies ?","Takako Hasekura"
"9782818921487","Ethnicity 01 - Tome 3",,,,,"2022-08-28 12:25:26.975516","2022-08-28 12:46:07.157924","Alors que Keô s'apprête à lancer l'assaut contre Sensoram, Niko et Astha font la connaissance d'un étrange garçon qui leur déclare avoir été le tout premier citoyen de Sensoram, avant d'en être expulsé deux siècles auparavant. Apprenant de ce dernier que la révolution du leader charismatique est en réalité orchestrée par Nortréga, Niko décide de mettre un terme à cette macabre mise en scène pour sauver les zones blanches. Mais y parviendra-t-elle, alors qu'au loin grince déjà la mécanique menaçante des crache-mort ?","Nobuaki Tadano"
"9782820318916","Blue Exorcist - Tome 13",,,,,"2022-08-28 12:44:53.4585","2022-08-28 12:46:07.157924","L'espion de la société Illuminati, durement cuisiné par Lightning, finit par avouer leur sordide plan : kidnapper un élément essentiel pour la suite de leurs opérations, Izumo Kamiki. Pendant ce même temps, la jeune fille affronte seule Mune Takara, un élève mystérieux qui pourrait bien se révéler l'agent infiltré au sein de l'Académie... Alertée alors que le Festival bat son plein, Shura fait appel à Rin et ses amis pour se lancer à sa recherche. Arriveront-ils à temps pour la sauver ?","Kazue Kato"
"9782818909171","Ethnicity 01 - Tome 1",,,,,"2022-08-28 12:25:24.112806","2022-08-28 12:46:07.157924","Dans un monde dévasté par la famine et les guerres, suite à un bouleversement climatique sans précédent, les populations vivent désormais repliées dans des mégapoles coupées de l’extérieur hostile au sein desquelles la paix et le bien-être sont garantis par un contrôle drastique des citoyens : la moindre atteinte à l’ordre public est immédiatement sanctionnée de la peine d’exil. Niko, élève modèle, mène une vie exemplaire dans l’une de ces cités. Jusqu’au jour où, intriguée par le comportement d’un camarade de classe, elle s’aventure jusqu’aux frontières de la cité, là où s’étendent les terres inhospitalières, refuges des exilés que l’agitation commence à gagner...","Nobuaki Tadano"
"9782355922749","Bride Stories - Tome 01",,,,,"2022-08-28 12:14:16.145338","2022-08-28 12:46:07.157924","La vie d'Amir, 20 ans, est bouleversé le jour où elle est envoyée dans le clan voisin pour y être mariée. Elle y rencontre Karluk, son futur époux... un garçon de huit ans son cadet ! Autre village, autre mœurs... La jeune fille, chasseuse accomplie, découvre une existence différente, entre l'aïeule acariâtre, une ribambelle d'enfants et Smith, l'explorateur anglais venu étudier leurs traditions. Mais avant même que le jeune couple ait eu le temps de se faire à sa nouvelle vie, le couperet tombe : pour conclure une alliance plus avantageuse avec un puissant voisin, le clan d'Amir décide de récupérer la jeune femme coûte que coûte... Bride Stories est un manga d'exception, dans lequel Kaoru Mori dépeint les petits rien du quotidien avec une justesse et un souci du détail rares. Avec pour toile de fond la route de la Soie, elle nous livre une fresque épique, humaine et tendre à la fois dont on ressort ému, mais le cœur gonflé d'énergie.","Kaoru Mori"
"9782820301802","Full Moon - Tome 2",,,,,"2022-08-28 12:56:59.133361","2022-08-28 12:46:07.157924","Sleep Gelotte et orda arrivent dans un village protégé par un mystérieux justicier Avec une guitare pour arme et un robot pour compagnon. il fait régner la paix à coup de gros rock. Or, voilà qu'arrive un clown magicien bien décidé à semer le chaos... Les sœurs Daniels quant à elles, font la rencontre d'une fille solitaire qui parle à ses jouets. Mais derrière leur apparence angélique ces compagnons de jeu cachent un dessein bien plus sinistre...","Takatoshi Shiozawa"
"9782505067856","Dead dead dead demon's dededede destruction - Tome 03",,,,,"2022-08-28 11:59:01.285555","2023-02-11 18:43:29.365261","Sous le vaisseau mère des envahisseurs, flottant dans le ciel depuis trois ans déjà, Kadode et Ôran terminent leur dernière année de lycée. Mais le crash d'un appareil sur le quartier de Kichijôji pourrait mettre fin à ce paisible quotidien... Etudes, amour, rêves d'avenir... Dans un monde en plein bouleversement, les jeunes filles s'apprêtent à franchir une nouvelle étape dans leur vie.","Inio Asano"
"9783836521468","Hiroshige : Cent Vues célèbres d'Edo",,,,,"2022-08-28 13:59:36.014182","2022-08-28 12:46:07.157924","«Cette édition japonaise luxueuse présentée en coffret transcende le cliché des livres que l'on trouve sur les tables basses en associant l'information à la beauté.»-- ARTnews Magazine, New YorkUkiyo-e signifie littéralement «images du monde flottant» et renvoie à l'art célèbre de la gravure sur bois japonaise, apparu au XVIIe siècle, et qui domine aujourd'hui encore la représentation que l'occident se fait du Japon. Parce qu'elles pouvaient être reproduites à grande échelle, les oeuvres ukiyo-e servaient souvent de motifs pour orner les éventails, les cartes célébrant la nouvelle année, des estampes uniques ou pour illustrer des livres et représentaient traditionnellement la vie citadine, les divertissements, les belles femmes, les acteurs de kabuki comme les paysages. L'influence de l'ukiyo-e en Europe et aux États-Unis, qu'on a qualifiée de «japonisme», se ressent aussi bien dans les tableaux impressionnistes que dans les mangas ou les films d'animation d'aujourd'hui. Cette réédition a été réalisée grâce à l'une des plus belles séries complètes de gravures sur bois d'origine appartenant à l'Ota Memorial Museum of Art à Tokyo.Hiroshige (1797-1858) fut l'un des derniers artistes majeurs de la tradition de l'ukiyo-e. Si Hiroshige a traité des sujets très divers, son talent éclate surtout dans sa manière d'aborder les paysages de sa ville natale d'Edo (l'actuel Tokyo), son oeuvre la plus célèbre demeure d'ailleurs la série qui leur est consacrée: les «Cent vues célèbres d'Edo» (1856-1858). Chacune des 120 reproductions grand format de cette sublime réédition intégrale s'accompagne d'une description permettant aux lecteurs de se plonger dans les paysages débordant de vie d'Hiroshige.","Melanie Trede, Lorenz Bichler"
"9782811606084","XBlade - Tome 4",,,,,"2022-08-28 12:55:48.915004","2022-08-28 12:46:07.157924","Haru continue à s'entraîner sous la direction de Seiichi au dojo familial de Kazunari. Mana vit mal la présence constante de Chris et se montre quelque peu jalouse. Mais très vite, Haru et elle doivent à nouveau faire face aux Sept Fourreaux et plus particulièrement au chef de Yamata.","Satoshi Shiki, Tatsuhiko Ida"
"9782811611699","L'attaque des titans - Tome 1",,,,,"2022-08-28 13:03:49.798583","2022-08-28 12:46:07.157924","Le monde appartient désormais aux Titans, des êtres gigantesques qui ont presque décimé l'Humanité. Voilà une centaine d'années, les derniers rescapés ont bâti une place forte, une cité cernée d'une haute muraille au sein de laquelle vivent aujourd'hui leurs descendants. Parqués, ignorants tout du monde extérieur, ils s'estiment au moins à l'abri de ces effroyables êtres qui ne feraient d'eux qu'une bouchée. Hélas, cette illusion de sécurité vole en éclats le jour où surgit un Titan démesuré, encore bien plus colossal que tous les autres. S'engage alors un combat désespéré pour la survie du genre humain...","Hajime Isayama"
